date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:11:26	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2012:10:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/f2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
02:11:26	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2015:46:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/f2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
02:11:26	96645/96645	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2022:30:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/f2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
02:11:27	93874/93874	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2012:10:22%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/f2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
02:11:27	6773/6773	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2013:00:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/f2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
02:11:27	29596/29596	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2012:10:27%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/f2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
02:11:34	512889/512889	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:14%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/f2/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
02:11:34	188184/188184	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:18%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/f2/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
02:11:34	412036/412036	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:20:38%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/f2/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
02:11:35	836910/836910	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2020:41:29%20GMT	https://www.classcentral.com/starting-this-month	C:/My%20Web%20Sites/f2/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
